date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,rangers_mask,temp,islanders_wins,islanders_losses,islanders_num_events,islanders_ties,islanders_mask,devils_wins,devils_losses,devils_num_events,devils_ties,devils_mask,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,knicks_mask,mets_wins,mets_losses,mets_num_events,mets_ties,mets_mask,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,yankees_mask,giants_wins,giants_losses,giants_num_events,giants_ties,giants_mask,jets_wins,jets_losses,jets_num_events,jets_ties,jets_mask,nets_wins,nets_losses,nets_num_events,nets_ties,nets_mask,num_events,sum_wins,sum_losses,sports_composite,composite_mask,p_win,p_loss,rangers_pe,rangers_pe_with_na,islanders_pe,islanders_pe_with_na,devils_pe,devils_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,old_sum_pe,mean_pe
22/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.303930602,-0.303930602,-0.504403923,-0.504403923,0,,0,,0,,-0.808334525,-0.808334525,-0.808334525,-0.404167263
23/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,-0.273537542,-0.273537542,0,,0,,0,,0,,-0.273537542,-0.273537542,-0.273537542,-0.273537542
24/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.246183788,-0.246183788,0.546036469,0.546036469,0,,0,,0,,0.299852681,0.299852681,0.299852681,0.149926341
25/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.778434591,0.778434591,-0.508567178,-0.508567178,0,,0,,0,,0.269867413,0.269867413,0.269867413,0.134933707
26/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.700591132,0.700591132,0.54228954,0.54228954,0,,0,,0,,1.242880672,1.242880672,1.242880672,0.621440336
27/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.511939414,-0.511939414,0,,0,,0,,-0.511939414,-0.511939414,-0.511939414,-0.511939414
28/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.630532019,0.630532019,0.539254527,0.539254527,0,,0,,0,,1.169786546,1.169786546,1.169786546,0.584893273
29/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.567478817,0.567478817,-0.514670926,-0.514670926,0,,0,,0,,0.052807891,0.052807891,0.052807891,0.026403946
30/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,-0.489269065,-0.489269065,0,,0,,0,,0,,-0.489269065,-0.489269065,-0.489269065,-0.489269065
31/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.559657842,0.559657842,-0.463203833,-0.463203833,0,,0,,0,,0.096454009,0.096454009,0.096454009,0.048227004
01/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.503692058,0.503692058,0.58311655,0.58311655,0,,0,,0,,1.086808608,1.086808608,1.086808608,0.543404304
02/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.453322852,0.453322852,-0.475195105,-0.475195105,0,,0,,0,,-0.021872253,-0.021872253,-0.021872253,-0.010936126
03/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.592009433,-0.592009433,-0.427675594,-0.427675594,0,,0,,0,,-1.019685028,-1.019685027,-1.019685028,-0.509842514
04/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.53280849,-0.53280849,-0.384908035,-0.384908035,0,,0,,0,,-0.917716525,-0.917716525,-0.917716525,-0.458858262
05/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,0.520472359,0.520472359,0.653582769,0.653582769,-0.5,-0.5,0,,0,,0.674055128,0.674055128,0.674055128,0.224685043
06/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,0,1,1,0,1,,,,,1,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.411775508,-0.411775508,0,,0,,0,,-0.411775508,-0.411775508,-0.411775508,-0.411775508
07/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.531574877,-0.531574877,0.629402043,0.629402043,0,,0,,0,,0.097827166,0.097827166,0.097827166,0.048913583
08/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,1,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.478417389,-0.478417389,-0.433538162,-0.433538162,0,,0,,0,,-0.911955551,-0.911955551,-0.911955551,-0.455977775
09/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,1,1,0,1,0,1,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,-0.43057565,-0.43057565,0.609815655,0.609815655,0,,0.5,0.5,0,,0.679240004,0.179240005,0.679240004,0.226413335
10/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,,,,,1,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,-0.387518085,-0.387518085,0,,0,,0,,0,,-0.387518085,-0.387518085,-0.387518085,-0.387518085
11/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,1,,,,,1,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.348766277,-0.348766277,-0.451165911,-0.451165911,0,,0,,0,,-0.799932188,-0.799932188,-0.799932188,-0.399966094
12/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.313889649,-0.313889649,0.59395068,0.59395068,0,,0,,0,,0.280061031,0.280061031,0.280061031,0.140030516
13/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0.534555612,0.534555612,0,,0,,0,,0.534555612,0.534555612,0.534555612,0.534555612
14/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,1,,,,,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.717499316,0.717499316,-0.518899949,-0.518899949,0,,0,,0,,0.198599367,0.198599367,0.198599367,0.099299683
15/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.354250616,-0.354250616,0.532990046,0.532990046,0,,0,,0,,0.17873943,0.17873943,0.17873943,0.089369715
16/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,,,,,0,4,2,2,0,0,0.5,0.5,0,,0,,0,,0,,-0.318825554,-0.318825554,0.479691041,0.479691041,0.55,0.55,-0.55,-0.55,0,,0.160865487,0.710865487,0.160865487,0.040216372
17/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,,,,,1,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,-0.286942999,-0.286942999,0,,0,,0,,0,,-0.286942999,-0.286942999,-0.286942999,-0.286942999
18/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
19/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,2,0,2,0,1,,,,,1,,,,,1,,,,,0,2,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,-0.258248699,-0.258248699,0.431721937,0.431721937,0,,0,,0,,0.173473238,0.173473238,0.173473238,0.086736619
20/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,-0.232423829,-0.232423829,0.388549743,0.388549743,0.495,0.495,0,,0,,0.651125914,0.651125914,0.651125914,0.217041971
21/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.790818554,0.790818554,0.349694769,0.349694769,0,,0,,0,,1.140513323,1.140513323,1.140513323,0.570256661
22/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.711736699,0.711736699,0.314725292,0.314725292,0,,0,,0,,1.026461991,1.026461991,1.026461991,0.513230995
23/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,1,1,0,1,0,1,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,0.640563029,0.640563029,-0.716747237,-0.716747237,0,,0.505,0.505,0,,0.428815792,-0.076184208,0.428815792,0.142938597
24/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.576506726,0.576506726,0.354927487,0.354927487,0,,0,,0,,0.931434212,0.931434213,0.931434212,0.465717106
25/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,1,,,,,1,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.481143947,-0.481143947,-0.680565262,-0.680565262,0,,0,,0,,-1.161709209,-1.161709209,-1.161709209,-0.580854604
26/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.566970448,0.566970448,0.387491264,0.387491264,0,,0,,0,,0.954461712,0.954461712,0.954461712,0.477230856
27/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,1,,,,,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.510273403,0.510273403,-0.651257862,-0.651257862,0,,0,,0,,-0.140984459,-0.140984459,-0.140984459,-0.07049223
28/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.459246063,0.459246063,0.413867924,0.413867924,0,,0,,0,,0.873113987,0.873113987,0.873113987,0.436556993
29/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,1,,,,,1,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.586678543,-0.586678543,-0.627518868,-0.627518868,0,,0,,0,,-1.214197412,-1.214197411,-1.214197412,-0.607098706
30/09/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,,,,,0,4,1,3,-2,0,0.25,0.75,0,,0,,0,,0,,-0.528010689,-0.528010689,0.435233018,0.435233018,-0.5545,-0.5545,-0.5455,-0.5455,0,,-1.192777671,-0.647277671,-1.192777671,-0.298194418
01/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.47520962,-0.47520962,0.391709717,0.391709717,0,,0,,0,,-0.083499904,-0.083499903,-0.083499904,-0.041749952
02/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.427688658,-0.427688658,0.352538745,0.352538745,0,,0,,0,,-0.075149913,-0.075149913,-0.075149913,-0.037574957
03/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.615080208,0.615080208,0.31728487,0.31728487,0,,0,,0,,0.932365078,0.932365078,0.932365078,0.466182539
04/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
05/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
06/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
07/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0,,0.285556383,0.285556383,0.50095,0.50095,0,,0,,0.786506383,0.786506383,0.786506383,0.393253192
08/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,0,1,1,0,1,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,0,,-0.742999255,-0.742999255,0,,-0.49095,-0.49095,0,,-1.233949255,-0.742999255,-1.233949255,-0.616974627
09/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
10/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,,,,,1,,,,,1,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0.331300671,0.331300671,0,,0,,0,,0.331300671,0.331300671,0.331300671,0.331300671
11/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.701829397,-0.701829397,0,,0,,0,,-0.701829397,-0.701829397,-0.701829397,-0.701829397
12/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,,,,,1,,,,,1,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0.368353543,0.368353543,0,,0,,0,,0.368353543,0.368353543,0.368353543,0.368353543
13/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.668481811,-0.668481811,0,,0,,0,,-0.668481811,-0.668481811,-0.668481811,-0.668481811
14/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,0,,-0.60163363,-0.60163363,0.450855,0.450855,0.558145,0.558145,0,,0.40736637,-0.15077863,0.40736637,0.13578879
15/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
16/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.541470267,-0.541470267,0,,0,,0,,-0.541470267,-0.541470267,-0.541470267,-0.541470267
17/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
18/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.48732324,-0.48732324,0,,0,,0,,-0.48732324,-0.48732324,-0.48732324,-0.48732324
19/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
20/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
21/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0,,0,,0.4057695,0.4057695,-0.4976695,-0.4976695,0,,-0.0919,0.4057695,-0.0919,-0.04595
22/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
23/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
24/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
25/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
26/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
27/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
28/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0,,0,,0.36519255,0.36519255,-0.44790255,-0.44790255,0,,-0.08271,0.36519255,-0.08271,-0.041355
29/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
30/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
31/10/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
01/11/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
02/11/2012,,,,,0,0,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0.5,0.5,0,,0,,0,,0,,0,,0.5,0.5,0.5,0.5
03/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0.5,0.5,0.5,0,0.5,0.5
04/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.45,0.45,0,,0,,-0.671326705,-0.671326705,0,,0,,-0.221326705,-0.221326705,-0.221326705,-0.110663353
05/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.405,0.405,0,,0,,0,,0,,-0.55,-0.55,-0.145,0.405,-0.145,-0.0725
06/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
07/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,-0.495,-0.495,-0.495,0,-0.495,-0.495
08/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
09/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,2,0,2,0,1,0,0,,0,,0,,0.3645,0.3645,0,,0,,0,,0,,0.5545,0.5545,0.919,0.3645,0.919,0.4595
10/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
11/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,3,1,2,-1,0,0.333333333,0.666666667,0,,0,,0,,0,,0,,0,,-0.604194035,-0.604194035,-0.403112295,-0.403112295,0.49905,0.49905,-0.50825633,-0.604194035,-0.50825633,-0.169418777
12/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
13/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,2,0,2,0,1,0,0,,0,,0,,0.32805,0.32805,0,,0,,0,,0,,0.449145,0.449145,0.777195,0.32805,0.777195,0.3885975
14/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
15/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,2,0,2,0,1,0,0,,0,,0,,0.295245,0.295245,0,,0,,0,,0,,0.4042305,0.4042305,0.6994755,0.295245,0.6994755,0.34973775
16/11/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,1,0,1,-1,0,0,1,0,,0,,0,,-0.7342795,-0.7342795,0,,0,,0,,0,,0,,-0.7342795,-0.7342795,-0.7342795,-0.7342795
17/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
18/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,1,0,1,0,1,1,0,1,0,1,3,3,0,3,0,1,0,0,,0,,0,,0.33914845,0.33914845,0,,0,,0,,0.637198935,0.637198935,0.36380745,0.36380745,1.340154835,0.33914845,1.340154835,0.446718278
19/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
20/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.305233605,0.305233605,0,,0,,0,,0,,-0.672573295,-0.672573295,-0.36733969,0.305233605,-0.36733969,-0.183669845
21/11/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,0,2,-2,0,0,1,0,,0,,0,,-0.725289756,-0.725289756,0,,0,,0,,0,,-0.605315966,-0.605315966,-1.330605721,-0.725289756,-1.330605721,-0.665302861
22/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,0,1,1,0,1,,,,,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,-0.426520959,-0.426520959,0,,-0.426520959,0,-0.426520959,-0.426520959
