,giants_wins,giants_losses,giants_ties,giants_num_events,temp,sharks_wins,sharks_losses,sharks_ties,sharks_num_events,raiders_wins,raiders_losses,raiders_ties,raiders_num_events,warriors_wins,warriors_losses,warriors_ties,warriors_num_events,49ers_wins,49ers_losses,49ers_ties,49ers_num_events,athletics_wins,athletics_losses,athletics_ties,athletics_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,giants_streak,giants_loss_streak,sharks_streak,sharks_loss_streak,raiders_streak,raiders_loss_streak,warriors_streak,warriors_loss_streak,49ers_streak,49ers_loss_streak,athletics_streak,athletics_loss_streak,date,giants_pe,sharks_pe,raiders_pe,warriors_pe,49ers_pe,athletics_pe,sum_pe,sum_pe_with_na,mean_pe
2013-03-19,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-20,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-03-20,0.0,0.684585479227,0.0,-0.550252808798,0.0,0.0,0.134332670429,0.134332670429,0.0671663352143
2013-03-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-23,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-03-23,0.0,-0.383873068696,0.0,0.504772472082,0.0,0.0,0.120899403386,0.120899403386,0.0604497016928
2013-03-24,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-25,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-03-25,0.0,0.654514238174,0.0,0.454295224874,0.0,0.0,1.10880946305,1.10880946305,0.554404731524
2013-03-26,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-27,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-03-27,0.0,0.589062814356,0.0,-0.591134297614,0.0,0.0,-0.0020714832576,-0.0020714832576,-0.0010357416288
2013-03-28,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-03-28,0.0,0.530156532921,0.0,0.0,0.0,0.0,0.530156532921,0.530156532921,0.530156532921
2013-03-29,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-30,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-03-30,0.0,0.477140879628,0.0,0.467979132148,0.0,0.0,0.945120011776,0.945120011776,0.472560005888
2013-03-31,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-04-01,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,6.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2013-04-01,-0.5,0.429426791666,0.0,0.0,0.0,-0.5,-0.570573208334,-0.570573208334,-0.190191069445
2013-04-02,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,7.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2013-04-02,0.55,0.0,0.0,0.0,0.0,-0.45,0.1,0.1,0.05
2013-04-03,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,4.0,0.0,4.0,1.0,0.0,11.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2013-04-03,0.495,0.386484112499,0.0,0.421181218933,0.0,0.595,1.89766533143,1.89766533143,0.474416332858
2013-04-04,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,12.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2013-04-04,0.0,0.0,0.0,0.0,0.0,0.5355,0.5355,0.5355,0.5355
2013-04-05,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,4.0,0.0,4.0,1.0,0.0,16.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2013-04-05,0.4455,0.347835701249,0.0,0.37906309704,0.0,0.48195,1.65434879829,1.65434879829,0.413587199572
2013-04-06,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,14.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,2013-04-06,-0.59905,0.0,0.0,0.0,0.0,0.433755,-0.165295,-0.165295,-0.0826475
2013-04-07,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,1.0,3.0,-2.0,0.25,0.75,5.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2013-04-07,-0.539145,-0.686947868876,0.0,-0.658843212664,0.0,0.3903795,-1.49455658154,-1.49455658154,-0.373639145385
2013-04-08,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2013-04-08,0.5147695,0.0,0.0,0.0,0.0,0.0,0.5147695,0.5147695,0.5147695
2013-04-09,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,3.0,1.0,2.0,0.75,0.25,9.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2013-04-09,0.46329255,-0.618253081988,0.0,0.407041108602,0.0,0.35134155,0.603422126614,0.603422126614,0.150855531653
2013-04-10,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,11.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2013-04-10,0.416963295,0.0,0.0,0.0,0.0,0.316207395,0.73317069,0.73317069,0.366585345
2013-04-11,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,3.0,1.0,2.0,0.75,0.25,13.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2013-04-11,0.3752669655,0.443572226211,0.0,-0.633663002258,0.0,0.2845866555,0.469762844952,0.469762844952,0.117440711238
2013-04-12,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,2013-04-12,-0.66225973105,0.0,0.0,-0.570296702032,0.0,0.25612798995,-0.976428443132,-0.976428443132,-0.325476147711
2013-04-13,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2013-04-13,0.403966242055,-0.60078499641,0.0,0.0,0.0,-0.769484809045,-0.9663035634,-0.9663035634,-0.3221011878
2013-04-14,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2013-04-14,0.36356961785,0.0,0.0,0.0,0.0,-0.692536328141,-0.328966710291,-0.328966710291,-0.164483355145
2013-04-15,,,,,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,3,3.0,0.0,3.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2013-04-15,0.0,0.459293503231,0.0,0.486732968171,0.0,0.376717304674,1.32274377608,1.32274377608,0.440914592025
2013-04-16,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2013-04-16,-0.672787343935,0.413364152908,0.0,0.0,0.0,0.339045574206,0.0796223831783,0.0796223831783,0.0265407943928
2013-04-17,0.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,7.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2013-04-17,-0.605508609542,0.0,0.0,0.438059671354,0.0,0.305141016786,0.137692078597,0.137692078597,0.0458973595325
2013-04-18,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,6.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-04-18,-0.544957748588,0.372027737617,0.0,0.0,0.0,0.0,-0.172930010971,-0.172930010971,-0.0864650054855
2013-04-19,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-04-19,0.509538026271,0.0,0.0,0.0,0.0,-0.725373084893,-0.215835058622,-0.215835058622,-0.107917529311
2013-04-20,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,5.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-04-20,0.458584223644,0.0,0.0,0.0,0.0,-0.652835776404,-0.19425155276,-0.19425155276,-0.0971257763799
2013-04-21,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2013-04-21,0.41272580128,-0.665175036145,0.0,0.0,0.0,-0.587552198763,-0.840001433629,-0.840001433629,-0.280000477876
2013-04-22,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2013-04-22,0.371453221152,0.0,0.0,0.0,0.0,-0.528796978887,-0.157343757735,-0.157343757735,-0.0786718788677
2013-04-23,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-04-23,-0.665692100964,0.40134246747,0.0,0.0,0.0,0.524082719002,0.259733085508,0.259733085508,0.0865776951693
2013-04-24,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,0.0,3.0,-3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-04-24,-0.599122890867,-0.638791779277,0.0,0.0,0.0,-0.528325552898,-1.76624022304,-1.76624022304,-0.588746741014
2013-04-25,,,,,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-04-25,0.0,0.0,0.0,0.0,0.0,-0.475492997609,-0.475492997609,-0.475492997609,-0.475492997609
2013-04-26,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2013-04-26,-0.53921060178,0.0,0.0,0.0,0.0,-0.427943697848,-0.967154299628,-0.967154299628,-0.483577149814
2013-04-27,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,0.0,3.0,-3.0,0.0,1.0,0.0,10.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2013-04-27,-0.485289541602,-0.57491260135,0.0,0.0,0.0,-0.385149328063,-1.44535147102,-1.44535147102,-0.481783823672
2013-04-28,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,7.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-04-28,-0.436760587442,0.0,0.0,0.0,0.0,0.653365604743,0.216605017301,0.216605017301,0.108302508651
2013-04-29,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-04-29,0.606915471302,0.0,0.0,0.0,0.0,0.588029044269,1.19494451557,1.19494451557,0.597472257786
2013-04-30,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-04-30,0.546223924172,0.0,0.0,0.0,0.0,0.529226139842,1.07545006401,1.07545006401,0.537725032007
2013-05-01,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-01,0.491601531755,0.482578658785,0.0,0.0,0.0,-0.523696474142,0.450483716398,0.450483716398,0.150161238799
2013-05-02,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-05-03,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,3.0,0.0,3.0,1.0,0.0,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-03,0.442441378579,0.434320792907,0.0,0.0,0.0,0.528673173272,1.40543534476,1.40543534476,0.468478448253
2013-05-04,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-04,0.398197240721,0.0,0.0,0.0,0.0,-0.524194144055,-0.125996903334,-0.125996903334,-0.0629984516669
2013-05-05,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,3.0,0.0,3.0,1.0,0.0,10.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-05,0.358377516649,0.390888713616,0.0,0.0,0.0,0.52822527035,1.27749150062,1.27749150062,0.425830500205
2013-05-06,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-06,-0.677460235016,0.0,0.0,0.0,0.0,-0.524597256685,-1.2020574917,-1.2020574917,-0.60102874585
2013-05-07,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,4.0,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-05-07,-0.609714211514,0.351799842255,0.0,0.0,0.0,-0.472137531016,-0.730051900276,-0.730051900276,-0.243350633425
2013-05-08,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,5.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2013-05-08,0.451257209637,0.0,0.0,0.0,0.0,-0.424923777915,0.0263334317227,0.0263334317227,0.0131667158613
2013-05-09,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,4.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2013-05-09,-0.593868511327,0.0,0.0,0.0,0.0,-0.382431400123,-0.97629991145,-0.97629991145,-0.488149955725
2013-05-10,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,5.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2013-05-10,0.465518339806,0.0,0.0,0.0,0.0,-0.344188260111,0.121330079695,0.121330079695,0.0606650398477
2013-05-11,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-11,0.418966505826,0.0,0.0,0.0,0.0,0.6902305659,1.10919707173,1.10919707173,0.554598535863
2013-05-12,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-12,0.377069855243,0.0,0.0,0.0,0.0,-0.37879249069,-0.00172263544676,-0.00172263544676,-0.000861317723382
2013-05-13,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,8.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-13,0.0,0.0,0.0,0.0,0.0,0.659086758379,0.659086758379,0.659086758379,0.659086758379
2013-05-14,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,3,0.0,3.0,-3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-14,-0.660637130281,-0.683380141971,0.0,0.0,0.0,-0.406821917459,-1.75083918971,-1.75083918971,-0.583613063237
2013-05-15,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-05-15,-0.594573417253,0.0,0.0,0.0,0.0,-0.366139725713,-0.960713142966,-0.960713142966,-0.480356571483
2013-05-16,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-05-16,0.464883924472,-0.615042127774,0.0,0.0,0.0,0.0,-0.150158203302,-0.150158203302,-0.0750791016509
2013-05-17,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-17,-0.581604467975,0.0,0.0,0.0,0.0,0.670474246858,0.0888697788834,0.0888697788834,0.0444348894417
2013-05-18,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-05-18,-0.523444021178,0.446462085004,0.0,0.0,0.0,0.603426822173,0.526444885999,0.526444885999,0.175481628666
2013-05-19,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-05-19,-0.47109961906,0.0,0.0,0.0,0.0,0.543084139955,0.0719845208955,0.0719845208955,0.0359922604478
2013-05-20,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2013-05-20,0.576010342846,0.0,0.0,0.0,0.0,0.48877572596,1.06478606881,1.06478606881,0.532393034403
2013-05-21,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,3.0,0.0,3.0,1.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2013-05-21,0.518409308562,0.401815876503,0.0,0.0,0.0,0.439898153364,1.36012333843,1.36012333843,0.453374446143
2013-05-22,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-22,-0.533431622295,0.0,0.0,0.0,0.0,-0.604091661973,-1.13752328427,-1.13752328427,-0.568761642134
2013-05-23,,,,,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-23,0.0,-0.638365711147,0.0,0.0,0.0,0.0,-0.638365711147,-0.638365711147,-0.638365711147
2013-05-24,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-24,-0.480088460065,0.0,0.0,0.0,0.0,0.456317504225,-0.0237709558404,-0.0237709558404,-0.0118854779202
2013-05-25,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-05-25,0.567920385941,0.0,0.0,0.0,0.0,0.410685753802,0.978606139744,0.978606139744,0.489303069872
2013-05-26,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,3.0,0.0,3.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-05-26,0.511128347347,0.425470859968,0.0,0.0,0.0,0.369617178422,1.30621638574,1.30621638574,0.435405461912
