,kings_wins,kings_losses,kings_ties,kings_num_events,temp,dodgers_wins,dodgers_losses,dodgers_ties,dodgers_num_events,angels_wins,angels_losses,angels_ties,angels_num_events,lakers_wins,lakers_losses,lakers_ties,lakers_num_events,clippers_wins,clippers_losses,clippers_ties,clippers_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,kings_streak,kings_loss_streak,dodgers_streak,dodgers_loss_streak,angels_streak,angels_loss_streak,lakers_streak,lakers_loss_streak,clippers_streak,clippers_loss_streak,date,kings_pe,dodgers_pe,angels_pe,lakers_pe,clippers_pe,sum_pe,sum_pe_with_na,mean_pe
2013-03-23,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2013-03-23,-0.607342733026,0.0,0.0,0.0,0.39557666822,-0.211766064806,-0.211766064806,-0.105883032403
2013-03-24,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2013-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-03-25,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2013-03-25,0.453391540276,0.0,0.0,-0.585310699693,0.0,-0.131919159417,-0.131919159417,-0.0659595797086
2013-03-26,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2013-03-26,0.0,0.0,0.0,0.0,-0.643980998602,-0.643980998602,-0.643980998602,-0.643980998602
2013-03-27,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-03-27,0.0,0.0,0.0,0.473220370276,0.420417101259,0.893637471534,0.893637471534,0.446818735767
2013-03-28,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-03-28,0.408052386249,0.0,0.0,-0.574101666752,0.0,-0.166049280503,-0.166049280503,-0.0830246402515
2013-03-29,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-03-29,0.0,0.0,0.0,0.0,-0.621624608867,-0.621624608867,-0.621624608867,-0.621624608867
2013-03-30,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2013-03-30,-0.632752852376,0.0,0.0,0.483308499923,-0.559462147981,-0.708906500433,-0.708906500433,-0.236302166811
2013-03-31,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2013-03-31,0.430522432861,0.0,0.0,0.0,0.0,0.430522432861,0.430522432861,0.430522432861
2013-04-01,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2013-04-01,0.0,0.5,0.5,0.0,-0.503515933183,0.496484066817,0.496484066817,0.165494688939
2013-04-02,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2013-04-02,-0.612529810425,-0.55,0.0,0.434977649931,0.0,-0.727552160494,-0.727552160494,-0.242517386831
2013-04-03,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2013-04-03,0.0,-0.495,-0.55,0.0,0.546835660136,-0.498164339864,-0.498164339864,-0.166054779955
2013-04-04,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,4.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,2013-04-04,0.448723170618,0.0,-0.495,0.0,0.0,-0.0462768293823,-0.0462768293823,-0.0231384146911
2013-04-05,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,6.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2013-04-05,0.0,0.5545,-0.4455,0.391479884938,0.0,0.500479884938,0.500479884938,0.166826628313
2013-04-06,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,3.0,0.0,3.0,1.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2013-04-06,0.403850853556,0.49905,0.59905,0.0,0.0,1.50195085356,1.50195085356,0.500650284519
2013-04-07,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5,2.0,3.0,-1.0,0.4,0.6,5.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2013-04-07,-0.6365342318,0.449145,-0.460855,-0.647668103556,0.492152094122,-0.803760241233,-0.803760241233,-0.160752048247
2013-04-08,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2013-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-04-09,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,4,1.0,3.0,-2.0,0.25,0.75,3.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2013-04-09,-0.57288080862,-0.5957695,-0.4147695,0.4170987068,0.0,-1.16632110182,-1.16632110182,-0.291580275455
2013-04-10,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,3.0,1.0,2.0,0.75,0.25,6.0,5.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,2013-04-10,0.0,0.46380745,-0.37329255,0.37538883612,0.44293688471,0.90884062083,0.90884062083,0.227210155207
2013-04-11,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,8.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,2013-04-11,0.484407272242,0.417426705,-0.335963295,0.0,0.0,0.565870682242,0.565870682242,0.188623560747
2013-04-12,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,2.0,2.0,0.0,0.5,0.5,8.0,6.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,4.0,0.0,2013-04-12,0.0,-0.6243159655,-0.3023669655,0.337849952508,0.398643196239,-0.190189782253,-0.190189782253,-0.0475474455633
2013-04-13,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,4.0,0.0,4.0,1.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,2013-04-13,0.435966545018,0.43811563105,0.72786973105,0.0,0.358778876615,1.96073078373,1.96073078373,0.490182695933
2013-04-14,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,13.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0,0.0,2013-04-14,0.0,-0.605695932055,0.655082757945,0.304064957257,0.0,0.353451783147,0.353451783147,0.117817261049
2013-04-15,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,11.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,5.0,0.0,2013-04-15,0.0,-0.54512633885,-0.410425517849,0.0,0.0,-0.955551856699,-0.955551856699,-0.47777592835
2013-04-16,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,4,1.0,3.0,-2.0,0.25,0.75,10.0,6.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,6.0,0.0,2013-04-16,-0.607630109484,-0.490613704965,-0.369382966065,0.0,0.322900988954,-1.14472579156,-1.14472579156,-0.28618144789
2013-04-17,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,12.0,7.0,0.0,1.0,0.0,4.0,0.0,2.0,5.0,0.0,7.0,0.0,2013-04-17,0.0,-0.441552334468,0.0,0.273658461531,0.290610890058,0.122717017121,0.122717017121,0.0409056723738
2013-04-18,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-04-18,0.453132901465,0.0,0.0,0.0,0.0,0.453132901465,0.453132901465,0.453132901465
2013-04-19,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-04-19,0.0,0.0,0.667555330542,0.0,0.0,0.667555330542,0.667555330542,0.667555330542
2013-04-20,,,,,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,4.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-04-20,0.0,-0.397397101021,0.600799797488,0.0,0.0,0.203402696466,0.203402696466,0.101701348233
2013-04-21,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,3.0,0.0,3.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2013-04-21,0.407819611318,0.642342609081,0.540719817739,0.0,0.0,1.59088203814,1.59088203814,0.530294012713
2013-04-22,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-04-22,0.0,0.0,-0.513352164035,0.0,0.0,-0.513352164035,-0.513352164035,-0.513352164035
2013-04-23,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,-0.632962349814,0.578108348173,0.537983052369,0.0,0.0,0.483129050728,0.483129050728,0.161043016909
2013-04-24,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-04-24,-0.569666114832,-0.479702486645,-0.515815252868,0.0,0.0,-1.56518385435,-1.56518385435,-0.521727951448
2013-04-25,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-04-25,0.0,0.56826776202,-0.464233727581,0.0,0.0,0.104034034438,0.104034034438,0.0520170172192
2013-04-26,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-04-26,0.0,0.511440985818,0.582189645177,0.0,0.0,1.09363063099,1.09363063099,0.546815315497
2013-04-27,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-04-27,0.487300496651,-0.539703112764,-0.476029319341,0.0,0.0,-0.528431935454,-0.528431935454,-0.176143978485
2013-04-28,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-04-28,0.0,0.514267198513,-0.428426387407,0.0,0.0,0.0858408111056,0.0858408111056,0.0429204055528
2013-04-29,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-04-29,0.0,-0.537159521339,-0.385583748666,0.0,0.0,-0.922743270005,-0.922743270005,-0.461371635002
2013-04-30,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-04-30,-0.561429553014,0.516556430795,-0.3470253738,0.0,0.0,-0.391898496019,-0.391898496019,-0.130632832006
2013-05-01,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-01,0.0,-0.535099212284,0.68767716358,0.0,0.0,0.152577951296,0.152577951296,0.076288975648
2013-05-02,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-02,-0.505286597713,0.0,-0.381090552778,0.0,0.0,-0.88637715049,-0.88637715049,-0.443188575245
2013-05-03,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-03,0.0,-0.481589291056,0.6570185025,0.0,0.0,0.175429211444,0.175429211444,0.0877146057221
2013-05-04,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-04,0.545242062059,-0.43343036195,-0.40868334775,0.0,0.0,-0.296871647642,-0.296871647642,-0.0989572158806
2013-05-05,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-05-05,0.0,-0.390087325755,-0.367815012975,0.0,0.0,-0.75790233873,-0.75790233873,-0.378951169365
2013-05-06,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,7.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-05-06,0.490717855853,-0.35107859318,0.0,0.0,0.0,0.139639262673,0.139639262673,0.0698196313365
2013-05-07,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,2.0,9.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-05-07,0.0,-0.315970733862,-0.331033511677,0.0,0.0,-0.647004245539,-0.647004245539,-0.32350212277
2013-05-08,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,11.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-05-08,0.441646070267,-0.284373660476,-0.29793016051,0.0,0.0,-0.140657750718,-0.140657750718,-0.046885916906
2013-05-09,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,7.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-09,0.0,0.0,0.731862855541,0.0,0.0,0.731862855541,0.731862855541,0.731862855541
2013-05-10,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,6.0,8.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-05-10,0.397481463241,-0.255936294428,0.658676569987,0.0,0.0,0.8002217388,0.8002217388,0.2667405796
2013-05-11,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2013-05-11,0.0,0.769657335015,0.592808912988,0.0,0.0,1.362466248,1.362466248,0.681233124002
2013-05-12,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,6.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-12,0.0,0.692691601513,-0.46647197831,0.0,0.0,0.226219623203,0.226219623203,0.113109811601
2013-05-13,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-05-13,0.0,-0.376577558638,-0.419824780479,0.0,0.0,-0.796402339117,-0.796402339117,-0.398201169559
2013-05-14,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,3.0,0.0,3.0,1.0,0.0,7.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.357733316917,0.661080197226,0.622157697569,0.0,0.0,1.64097121171,1.64097121171,0.546990403904
2013-05-15,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-15,0.0,0.594972177503,-0.440058072188,0.0,0.0,0.154914105315,0.154914105315,0.0774570526574
2013-05-16,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,8.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-05-16,0.321959985225,0.0,-0.396052264969,0.0,0.0,-0.0740922797445,-0.0740922797445,-0.0370461398723
2013-05-17,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-05-17,0.0,-0.464525040247,-0.356447038473,0.0,0.0,-0.82097207872,-0.82097207872,-0.41048603936
2013-05-18,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-18,-0.710236013298,-0.418072536222,0.679197665375,0.0,0.0,-0.449110884145,-0.449110884145,-0.149703628048
2013-05-19,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-05-19,0.0,-0.3762652826,0.611277898837,0.0,0.0,0.235012616237,0.235012616237,0.117506308119
2013-05-20,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-05-20,0.0,0.66136124566,0.0,0.0,0.0,0.66136124566,0.66136124566,0.66136124566
2013-05-21,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,-0.639212411968,-0.404774878906,0.550150108954,0.0,0.0,-0.49383718192,-0.49383718192,-0.164612393973
2013-05-22,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2013-05-22,0.0,0.635702608984,0.495135098058,0.0,0.0,1.13083770704,1.13083770704,0.565418853521
2013-05-23,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2013-05-23,0.424708829229,0.0,0.445621588252,0.0,0.0,0.870330417481,0.870330417481,0.435165208741
2013-05-24,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2013-05-24,0.0,-0.427867651914,0.401059429427,0.0,0.0,-0.0268082224868,-0.0268082224868,-0.0134041112434
2013-05-25,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2013-05-25,0.0,0.614919113277,0.360953486484,0.0,0.0,0.975872599762,0.975872599762,0.487936299881
2013-05-26,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,8.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2013-05-26,-0.617762053694,-0.44657279805,0.324858137836,0.0,0.0,-0.739476713908,-0.739476713908,-0.246492237969
2013-05-27,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-27,0.0,0.598084481755,-0.707627675948,0.0,0.0,-0.109543194193,-0.109543194193,-0.0547715970965
2013-05-28,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-05-28,0.444014151675,0.538276033579,-0.636864908353,0.0,0.0,0.345425276902,0.345425276902,0.115141758967
2013-05-29,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-29,0.0,-0.515551569779,0.426821582482,0.0,0.0,-0.0887299872963,-0.0887299872963,-0.0443649936481
2013-05-30,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-05-30,0.0,-0.463996412801,0.384139424234,0.0,0.0,-0.0798569885666,-0.0798569885666,-0.0399284942833
2013-05-31,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-31,0.0,0.582403228479,-0.654274518189,0.0,0.0,-0.07187128971,-0.07187128971,-0.035935644855
2013-06-01,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-06-01,-0.600387263492,-0.475837094369,-0.58884706637,0.0,0.0,-1.66507142423,-1.66507142423,-0.555023808077
2013-06-02,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-06-02,-0.540348537143,-0.428253384932,-0.529962359733,0.0,0.0,-1.49856428181,-1.49856428181,-0.499521427269
