date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,temp,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,mets_wins,mets_losses,mets_num_events,mets_ties,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,giants_wins,giants_losses,giants_num_events,giants_ties,jets_wins,jets_losses,jets_num_events,jets_ties,nets_wins,nets_losses,nets_num_events,nets_ties,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,rangers_pe,rangers_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,mean_pe
01/08/2013,,,,,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,-0.509453075,-0.509453075,0,,0,,0,,0,,-0.509453075,-0.509453075,-0.509453075
02/08/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.541492233,0.541492233,-0.461161612,-0.461161612,0,,0,,0,,0.080330621,0.080330621,0.04016531
03/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.51265699,-0.51265699,0.584954549,0.584954549,0,,0,,0,,0.072297559,0.072297559,0.036148779
04/08/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.461391291,-0.461391291,-0.473540906,-0.473540906,0,,0,,0,,-0.934932197,-0.934932197,-0.467466099
05/08/2013,,,,,0,,,,,,,,,0,1,1,0,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,0,,-0.426186815,-0.426186815,0,,0,,0,,-0.426186815,-0.426186815,-0.426186815
06/08/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.584747838,0.584747838,-0.383568134,-0.383568134,0,,0,,0,,0.201179704,0.201179704,0.100589852
07/08/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.526273054,0.526273054,-0.34521132,-0.34521132,0,,0,,0,,0.181061734,0.181061734,0.090530867
08/08/2013,,,,,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0.473645749,0.473645749,0,,0,,0,,0,,0.473645749,0.473645749,0.473645749
09/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.573718826,-0.573718826,0.689309812,0.689309812,0,,0,,0,,0.115590985,0.115590985,0.057795493
10/08/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.483653056,0.483653056,-0.379621169,-0.379621169,0,,0,,0,,0.104031887,0.104031887,0.052015943
11/08/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.435287751,0.435287751,0.658340948,0.658340948,0,,0,,0,,1.093628698,1.093628698,0.546814349
12/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.608241024,-0.608241024,0.592506853,0.592506853,0,,0,,0,,-0.015734172,-0.015734172,-0.007867086
13/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.547416922,-0.547416922,0.533256167,0.533256167,0,,0,,0,,-0.014160754,-0.014160754,-0.007080377
14/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.49267523,-0.49267523,0.479930551,0.479930551,0,,0,,0,,-0.012744679,-0.012744679,-0.006372339
15/08/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.556592293,0.556592293,-0.568062504,-0.568062504,0,,0,,0,,-0.011470211,-0.011470211,-0.005735106
16/08/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.500933064,0.500933064,0.488743746,0.488743746,0,,0,,0,,0.98967681,0.98967681,0.494838405
17/08/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.549160242,-0.549160242,-0.560130629,-0.560130629,0,,0,,0,,-1.109290871,-1.109290871,-0.554645435
18/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.494244218,-0.494244218,0.495882434,0.495882434,0,,0,,0,,0.001638216,0.001638216,0.000819108
19/08/2013,,,,,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0.555180204,0.555180204,0,,0,,0,,0,,0.555180204,0.555180204,0.555180204
20/08/2013,,,,,0,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,2,3,0,3,1,0,0,,0,,0.499662183,0.499662183,0.446294191,0.446294191,0,,0,,0,,0.945956374,0.945956374,0.472978187
21/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.550304035,-0.550304035,0.401664772,0.401664772,0,,0,,0,,-0.148639263,-0.148639263,-0.074319632
22/08/2013,,,,,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0,,0.361498295,0.361498295,0,,0,,0,,0.361498295,0.361498295,0.361498295
23/08/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.495273632,-0.495273632,-0.674651535,-0.674651535,0,,0,,0,,-1.169925166,-1.169925166,-0.584962583
24/08/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.445746268,-0.445746268,-0.607186381,-0.607186381,0,,0,,0,,-1.05293265,-1.05293265,-0.526466325
25/08/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.401171642,-0.401171642,0.453532257,0.453532257,0,,0,,0,,0.052360615,0.052360615,0.026180308
26/08/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.361054477,-0.361054477,-0.591820969,-0.591820969,0,,0,,0,,-0.952875446,-0.952875446,-0.476437723
27/08/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.67505097,0.67505097,0.467361128,0.467361128,0,,0,,0,,1.142412098,1.142412098,0.571206049
28/08/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.392454127,-0.392454127,-0.579374985,-0.579374985,0,,0,,0,,-0.971829112,-0.971829112,-0.485914556
29/08/2013,,,,,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0.646791286,0.646791286,0,,0,,0,,0,,0.646791286,0.646791286,0.646791286
30/08/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.582112157,0.582112157,0.478562514,0.478562514,0,,0,,0,,1.060674671,1.060674671,0.530337336
31/08/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.523900942,0.523900942,0.430706262,0.430706262,0,,0,,0,,0.954607204,0.954607204,0.477303602
01/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.528489153,-0.528489153,-0.612364364,-0.612364364,0,,0,,0,,-1.140853516,-1.140853516,-0.570426758
02/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.475640237,-0.475640237,0.448872072,0.448872072,0,,0,,0,,-0.026768165,-0.026768165,-0.013384082
03/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.428076214,-0.428076214,0.403984865,0.403984865,0,,0,,0,,-0.024091348,-0.024091348,-0.012045674
04/09/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.614731408,0.614731408,0.363586379,0.363586379,0,,0,,0,,0.978317787,0.978317787,0.489158893
05/09/2013,,,,,0,,,,,,,,,0,1,1,0,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,0,,-0.672772259,-0.672772259,0,,0,,0,,-0.672772259,-0.672772259,-0.672772259
06/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.446741733,-0.446741733,-0.605495033,-0.605495033,0,,0,,0,,-1.052236766,-1.052236766,-0.526118383
07/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.40206756,-0.40206756,-0.54494553,-0.54494553,0,,0,,0,,-0.94701309,-0.94701309,-0.473506545
08/09/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,,,,,4,3,1,2,0.75,0.25,0,,0,,0.638139196,0.638139196,0.509549023,0.509549023,-0.5,-0.5,0.5,0.5,0,,1.147688219,1.147688219,0.286922055
09/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.425674723,-0.425674723,-0.541405879,-0.541405879,0,,0,,0,,-0.967080603,-0.967080603,-0.483540301
10/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.383107251,-0.383107251,0.512734709,0.512734709,0,,0,,0,,0.129627458,0.129627458,0.064813729
11/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.344796526,-0.344796526,0.461461238,0.461461238,0,,0,,0,,0.116664712,0.116664712,0.058332356
12/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,0,1,1,0,,,,,3,1,2,-1,0.333333333,0.666666667,0,,0,,-0.310316873,-0.310316873,0.415315114,0.415315114,0,,-0.55,-0.55,0,,-0.445001759,-0.445001759,-0.14833392
13/09/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.720714814,0.720714814,-0.626216397,-0.626216397,0,,0,,0,,0.094498417,0.094498417,0.047249208
14/09/2013,,,,,0,,,,,1,1,2,0,0,1,1,0,,,,,,,,,,,,,2,1,2,-1,0.333333333,0.666666667,0,,0,,0.148643333,0.148643333,-0.563594758,-0.563594758,0,,0,,0,,-0.414951425,-0.414951425,-0.207475713
15/09/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,0,1,1,0,,,,,,,,,3,1,2,-1,0.333333333,0.666666667,0,,0,,0.633778999,0.633778999,-0.507235282,-0.507235282,-0.45,-0.45,0,,0,,-0.323456283,-0.323456283,-0.107818761
16/09/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
17/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.429598901,-0.429598901,-0.456511754,-0.456511754,0,,0,,0,,-0.886110654,-0.886110654,-0.443055327
18/09/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.613360989,0.613360989,0.589139422,0.589139422,0,,0,,0,,1.202500411,1.202500411,0.601250206
19/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.447975109,-0.447975109,-0.46977452,-0.46977452,0,,0,,0,,-0.91774963,-0.91774963,-0.458874815
20/09/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.596822401,0.596822401,0.577202932,0.577202932,0,,0,,0,,1.174025333,1.174025333,0.587012667
21/09/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.537140161,0.537140161,0.519482638,0.519482638,0,,0,,0,,1.0566228,1.0566228,0.5283114
22/09/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,,,,,4,2,2,0,0.5,0.5,0,,0,,0.483426145,0.483426145,-0.532465625,-0.532465625,-0.405,-0.405,0.505,0.505,0,,0.05096052,0.05096052,0.01274013
23/09/2013,,,,,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,-0.564916469,-0.564916469,0,,0,,0,,0,,-0.564916469,-0.564916469,-0.564916469
24/09/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.491575178,0.491575178,-0.479219063,-0.479219063,0,,0,,0,,0.012356115,0.012356115,0.006178057
25/09/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.44241766,0.44241766,-0.431297157,-0.431297157,0,,0,,0,,0.011120503,0.011120503,0.005560252
26/09/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.601824106,-0.601824106,-0.388167441,-0.388167441,0,,0,,0,,-0.989991547,-0.989991547,-0.494995774
27/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.541641696,-0.541641696,0.650649303,0.650649303,0,,0,,0,,0.109007608,0.109007608,0.054503804
28/09/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.487477526,-0.487477526,0.585584373,0.585584373,0,,0,,0,,0.098106847,0.098106847,0.049053423
29/09/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,,,,,4,2,2,0,0.5,0.5,0,,0,,0.561270227,0.561270227,0.527025936,0.527025936,-0.3645,-0.3645,-0.5455,-0.5455,0,,0.178296162,0.178296162,0.044574041
30/09/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
01/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
02/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
03/10/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.5,-0.5,0,,0,,0,,0,,0,,0,,-0.5,-0.5,-0.5
04/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
05/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
06/10/2013,,,,,0,,,,,,,,,,,,,0,1,1,0,,,,,,,,,1,0,1,-1,0,1,0,,0,,0,,0,,-0.32805,-0.32805,0,,0,,-0.32805,-0.32805,-0.32805
07/10/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,1,0,1,0,,,,,2,2,0,2,1,0,0.55,0.55,0,,0,,0,,0,,0.50905,0.50905,0,,1.05905,1.05905,0.529525
08/10/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.505,-0.505,0,,0,,0,,0,,0,,0,,-0.505,-0.505,-0.505
09/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
10/10/2013,0,1,1,0,0,,,,,,,,,,,,,0,1,1,0,,,,,,,,,2,0,2,-2,0,1,-0.4545,-0.4545,0,,0,,0,,-0.295245,-0.295245,0,,0,,-0.749745,-0.749745,-0.3748725
11/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
12/10/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.40905,-0.40905,0,,0,,0,,0,,0,,0,,-0.40905,-0.40905,-0.40905
13/10/2013,,,,,0,,,,,,,,,,,,,,,,,0,1,1,0,,,,,1,0,1,-1,0,1,0,,0,,0,,0,,0,,-0.541855,-0.541855,0,,-0.541855,-0.541855,-0.541855
14/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
15/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
16/10/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.631855,0.631855,0,,0,,0,,0,,0,,0,,0.631855,0.631855,0.631855
17/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
18/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
19/10/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.4313305,-0.4313305,0,,0,,0,,0,,0,,0,,-0.4313305,-0.4313305,-0.4313305
20/10/2013,,,,,0,,,,,,,,,,,,,,,,,1,0,1,0,,,,,1,1,0,1,1,0,0,,0,,0,,0,,0,,0.5123305,0.5123305,0,,0.5123305,0.5123305,0.5123305
21/10/2013,,,,,0,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,1,0,1,1,0,0,,0,,0,,0,,0.7342795,0.7342795,0,,0,,0.7342795,0.7342795,0.7342795
22/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
23/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
24/10/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.38819745,-0.38819745,0,,0,,0,,0,,0,,0,,-0.38819745,-0.38819745,-0.38819745
25/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
26/10/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.650622295,0.650622295,0,,0,,0,,0,,0,,0,,0.650622295,0.650622295,0.650622295
27/10/2013,,,,,0,,,,,,,,,,,,,1,0,1,0,0,1,1,0,,,,,2,1,1,0,0.5,0.5,0,,0,,0,,0,,0.66085155,0.66085155,-0.53890255,-0.53890255,0,,0.121949,0.121949,0.0609745
28/10/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.414439935,-0.414439935,0,,0,,0,,0,,0,,0,,-0.414439935,-0.414439935,-0.414439935
29/10/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.627004059,0.627004059,0,,0,,0,,0,,0,,0,,0.627004059,0.627004059,0.627004059
30/10/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
31/10/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.564303653,0.564303653,0,,0,,0,,0,,0,,0,,0.564303653,0.564303653,0.564303653
01/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,0,0,,0,,0,,0,,0,,0,,0.5,0.5,0.5,0.5,0.5
02/11/2013,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.507873288,0.507873288,0,,0,,0,,0,,0,,0,,0.507873288,0.507873288,0.507873288
03/11/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,1,0,1,0,0,1,1,0,3,1,2,-1,0.333333333,0.666666667,0,,-0.5,-0.5,0,,0,,0,,0.514987705,0.514987705,-0.55,-0.55,-0.535012295,-0.535012295,-0.178337432
04/11/2013,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.542914041,-0.542914041,0,,0,,0,,0,,0,,0,,-0.542914041,-0.542914041,-0.542914041
05/11/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,0,2,1,1,0,0.5,0.5,0,,-0.45,-0.45,0,,0,,0,,0,,0.505,0.505,0.055,0.055,0.0275
06/11/2013,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.511377363,0.511377363,0,,0,,0,,0,,0,,0,,0.511377363,0.511377363,0.511377363
07/11/2013,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.460239627,0.460239627,0,,0,,0,,0,,0,,0,,0.460239627,0.460239627,0.460239627
08/11/2013,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,0,1,1,0,2,1,1,0,0.5,0.5,0,,0.595,0.595,0,,0,,0,,0,,-0.5455,-0.5455,0.0495,0.0495,0.02475
09/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,-1,0,1,0,,0,,0,,0,,0,,0,,-0.49095,-0.49095,-0.49095,-0.49095,-0.49095
10/11/2013,1,0,1,0,1,0,1,1,0,,,,,,,,,1,0,1,0,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.414215664,0.414215664,-0.4645,-0.4645,0,,0,,0.594766395,0.594766395,0,,0,,0.544482059,0.544482059,0.18149402
11/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
12/11/2013,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.627205902,-0.627205902,0,,0,,0,,0,,0,,0,,-0.627205902,-0.627205902,-0.627205902
13/11/2013,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,0,1,1,0,2,1,1,0,0.5,0.5,0,,0.58195,0.58195,0,,0,,0,,0,,-0.441855,-0.441855,0.140095,0.140095,0.0700475
14/11/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,0,,-0.476245,-0.476245,0,,0,,0,,0,,0,,-0.476245,-0.476245,-0.476245
15/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,0,0,,0,,0,,0,,0,,0,,0.6023305,0.6023305,0.6023305,0.6023305,0.6023305
16/11/2013,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,3,1,2,-1,0.333333333,0.666666667,0.435514688,0.435514688,-0.4286205,-0.4286205,0,,0,,0,,0,,-0.45790255,-0.45790255,-0.451008362,-0.451008362,-0.150336121
17/11/2013,0,1,1,0,1,,,,,,,,,,,,,1,0,1,0,0,1,1,0,,,,,3,1,2,-1,0.333333333,0.666666667,-0.608036781,-0.608036781,0,,0,,0,,0.535289756,0.535289756,-0.536511066,-0.536511066,0,,-0.609258091,-0.609258091,-0.20308603
18/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,-1,0,1,0,,0,,0,,0,,0,,0,,-0.412112295,-0.412112295,-0.412112295,-0.412112295,-0.412112295
19/11/2013,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,2,0,2,-2,0,1,-0.547233103,-0.547233103,-0.38575845,-0.38575845,0,,0,,0,,0,,0,,-0.932991553,-0.932991553,-0.466495776
20/11/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,2,0,2,-2,0,1,0,,-0.347182605,-0.347182605,0,,0,,0,,0,,-0.370901066,-0.370901066,-0.718083671,-0.718083671,-0.359041835
21/11/2013,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.507490207,0.507490207,0,,0,,0,,0,,0,,0,,0.507490207,0.507490207,0.507490207
22/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,-1,0,1,0,,0,,0,,0,,0,,0,,-0.333810959,-0.333810959,-0.333810959,-0.333810959,-0.333810959
23/11/2013,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0.456741187,0.456741187,-0.312464345,-0.312464345,0,,0,,0,,0,,0,,0.144276842,0.144276842,0.072138421
24/11/2013,,,,,1,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,1,1,0,3,0,3,-3,0,1,0,,0,,0,,0,,-0.51823922,-0.51823922,-0.482859959,-0.482859959,-0.300429863,-0.300429863,-1.301529042,-1.301529042,-0.433843014
25/11/2013,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,2,0,2,-2,0,1,-0.588932932,-0.588932932,-0.28121791,-0.28121791,0,,0,,0,,0,,0,,-0.870150842,-0.870150842,-0.435075421
26/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,1,1,0,0,,0,,0,,0,,0,,0,,0.729613123,0.729613123,0.729613123,0.729613123,0.729613123
27/11/2013,1,0,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,3,1,2,-1,0.333333333,0.666666667,0.469960361,0.469960361,-0.253096119,-0.253096119,0,,0,,0,,0,,-0.343348189,-0.343348189,-0.126483947,-0.126483947,-0.042161316
28/11/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
29/11/2013,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,3,0,3,-3,0,1,-0.577035675,-0.577035675,-0.227786507,-0.227786507,0,,0,,0,,0,,-0.30901337,-0.30901337,-1.113835552,-1.113835552,-0.371278517
30/11/2013,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,2,0,2,1,0,0.480667893,0.480667893,0,,0,,0,,0,,0,,0.721887967,0.721887967,1.202555859,1.202555859,0.60127793
01/12/2013,,,,,1,0,1,1,0,,,,,,,,,1,0,1,0,0,1,1,0,,,,,3,1,2,-1,0.333333333,0.666666667,0,,-0.205007856,-0.205007856,0,,0,,0.533584702,0.533584702,-0.434573963,-0.434573963,0,,-0.105997118,-0.105997118,-0.035332373
02/12/2013,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.567398897,-0.567398897,0,,0,,0,,0,,0,,0,,-0.567398897,-0.567398897,-0.567398897
