,rangers_wins,rangers_losses,rangers_ties,rangers_num_events,temp,stars_wins,stars_losses,stars_ties,stars_num_events,mavericks_wins,mavericks_losses,mavericks_ties,mavericks_num_events,cowboys_wins,cowboys_losses,cowboys_ties,cowboys_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,rangers_streak,rangers_loss_streak,stars_streak,stars_loss_streak,mavericks_streak,mavericks_loss_streak,cowboys_streak,cowboys_loss_streak,date,rangers_pe,stars_pe,mavericks_pe,cowboys_pe,sum_pe,sum_pe_with_na,mean_pe
2013-06-24,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-24,0.0,0.0,0.0,0.0,0.0,,
2013-06-25,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-25,-0.601642052645,0.0,0.0,0.0,-0.601642052645,-0.601642052645,-0.601642052645
2013-06-26,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-26,0.458522152619,0.0,0.0,0.0,0.458522152619,0.458522152619,0.458522152619
2013-06-27,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-27,0.412669937357,0.0,0.0,0.0,0.412669937357,0.412669937357,0.412669937357
2013-06-28,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-28,0.371402943622,0.0,0.0,0.0,0.371402943622,0.371402943622,0.371402943622
2013-06-29,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-29,-0.66573735074,0.0,0.0,0.0,-0.66573735074,-0.66573735074,-0.66573735074
2013-06-30,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-30,0.400836384334,0.0,0.0,0.0,0.400836384334,0.400836384334,0.400836384334
2013-07-01,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-01,0.0,0.0,0.0,0.0,0.0,,
2013-07-02,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-02,-0.6392472541,0.0,0.0,0.0,-0.6392472541,-0.6392472541,-0.6392472541
2013-07-03,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-03,-0.57532252869,0.0,0.0,0.0,-0.57532252869,-0.57532252869,-0.57532252869
2013-07-04,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-04,0.482209724179,0.0,0.0,0.0,0.482209724179,0.482209724179,0.482209724179
2013-07-05,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-05,0.433988751761,0.0,0.0,0.0,0.433988751761,0.433988751761,0.433988751761
2013-07-06,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-06,-0.609410123415,0.0,0.0,0.0,-0.609410123415,-0.609410123415,-0.609410123415
2013-07-07,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-07,0.451530888927,0.0,0.0,0.0,0.451530888927,0.451530888927,0.451530888927
2013-07-08,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-08,0.406377800034,0.0,0.0,0.0,0.406377800034,0.406377800034,0.406377800034
2013-07-09,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-09,0.365740020031,0.0,0.0,0.0,0.365740020031,0.365740020031,0.365740020031
2013-07-10,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-10,-0.670833981972,0.0,0.0,0.0,-0.670833981972,-0.670833981972,-0.670833981972
2013-07-11,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-11,-0.603750583775,0.0,0.0,0.0,-0.603750583775,-0.603750583775,-0.603750583775
2013-07-12,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-12,-0.543375525398,0.0,0.0,0.0,-0.543375525398,-0.543375525398,-0.543375525398
2013-07-13,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-13,0.510962027142,0.0,0.0,0.0,0.510962027142,0.510962027142,0.510962027142
2013-07-14,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-14,-0.540134175572,0.0,0.0,0.0,-0.540134175572,-0.540134175572,-0.540134175572
2013-07-15,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-15,0.0,0.0,0.0,0.0,0.0,,
2013-07-16,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-16,0.0,0.0,0.0,0.0,0.0,,
2013-07-17,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-17,0.0,0.0,0.0,0.0,0.0,,
2013-07-18,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-18,0.0,0.0,0.0,0.0,0.0,,
2013-07-19,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-19,-0.486120758015,0.0,0.0,0.0,-0.486120758015,-0.486120758015,-0.486120758015
2013-07-20,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-20,-0.437508682213,0.0,0.0,0.0,-0.437508682213,-0.437508682213,-0.437508682213
2013-07-21,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-21,-0.393757813992,0.0,0.0,0.0,-0.393757813992,-0.393757813992,-0.393757813992
2013-07-22,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-22,0.645617967407,0.0,0.0,0.0,0.645617967407,0.645617967407,0.645617967407
2013-07-23,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-23,-0.418943829334,0.0,0.0,0.0,-0.418943829334,-0.418943829334,-0.418943829334
2013-07-24,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-24,0.6229505536,0.0,0.0,0.0,0.6229505536,0.6229505536,0.6229505536
2013-07-25,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-25,-0.43934450176,0.0,0.0,0.0,-0.43934450176,-0.43934450176,-0.43934450176
2013-07-26,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-26,-0.395410051584,0.0,0.0,0.0,-0.395410051584,-0.395410051584,-0.395410051584
2013-07-27,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-27,-0.355869046426,0.0,0.0,0.0,-0.355869046426,-0.355869046426,-0.355869046426
2013-07-28,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-28,-0.320282141783,0.0,0.0,0.0,-0.320282141783,-0.320282141783,-0.320282141783
2013-07-29,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-29,0.711746072395,0.0,0.0,0.0,0.711746072395,0.711746072395,0.711746072395
2013-07-30,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-30,0.640571465156,0.0,0.0,0.0,0.640571465156,0.640571465156,0.640571465156
2013-07-31,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-31,0.57651431864,0.0,0.0,0.0,0.57651431864,0.57651431864,0.57651431864
2013-08-01,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-01,0.518862886776,0.0,0.0,0.0,0.518862886776,0.518862886776,0.518862886776
2013-08-02,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-02,0.466976598098,0.0,0.0,0.0,0.466976598098,0.466976598098,0.466976598098
2013-08-03,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-03,-0.579721061711,0.0,0.0,0.0,-0.579721061711,-0.579721061711,-0.579721061711
2013-08-04,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-04,0.47825104446,0.0,0.0,0.0,0.47825104446,0.47825104446,0.47825104446
2013-08-05,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-05,0.430425940014,0.0,0.0,0.0,0.430425940014,0.430425940014,0.430425940014
2013-08-06,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-06,0.387383346012,0.0,0.0,0.0,0.387383346012,0.387383346012,0.387383346012
2013-08-07,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-07,0.348645011411,0.0,0.0,0.0,0.348645011411,0.348645011411,0.348645011411
2013-08-08,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-08,0.0,0.0,0.0,0.0,0.0,,
2013-08-09,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-09,0.31378051027,0.0,0.0,0.0,0.31378051027,0.31378051027,0.31378051027
2013-08-10,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-10,0.282402459243,0.0,0.0,0.0,0.282402459243,0.282402459243,0.282402459243
2013-08-11,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-11,0.254162213319,0.0,0.0,0.0,0.254162213319,0.254162213319,0.254162213319
2013-08-12,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-12,0.228745991987,0.0,0.0,0.0,0.228745991987,0.228745991987,0.228745991987
2013-08-13,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-13,-0.794128607212,0.0,0.0,0.0,-0.794128607212,-0.794128607212,-0.794128607212
2013-08-14,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-14,0.285284253509,0.0,0.0,0.0,0.285284253509,0.285284253509,0.285284253509
2013-08-15,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-15,0.0,0.0,0.0,0.0,0.0,,
2013-08-16,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-16,-0.743244171842,0.0,0.0,0.0,-0.743244171842,-0.743244171842,-0.743244171842
2013-08-17,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-17,0.331080245343,0.0,0.0,0.0,0.331080245343,0.331080245343,0.331080245343
2013-08-18,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-18,-0.702027779192,0.0,0.0,0.0,-0.702027779192,-0.702027779192,-0.702027779192
2013-08-19,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-19,0.368174998727,0.0,0.0,0.0,0.368174998727,0.368174998727,0.368174998727
2013-08-20,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-20,0.331357498855,0.0,0.0,0.0,0.331357498855,0.331357498855,0.331357498855
2013-08-21,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-21,0.298221748969,0.0,0.0,0.0,0.298221748969,0.298221748969,0.298221748969
2013-08-22,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-22,0.0,0.0,0.0,0.0,0.0,,
2013-08-23,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-23,0.268399574072,0.0,0.0,0.0,0.268399574072,0.268399574072,0.268399574072
2013-08-24,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-24,-0.758440383335,0.0,0.0,0.0,-0.758440383335,-0.758440383335,-0.758440383335
2013-08-25,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-25,-0.682596345001,0.0,0.0,0.0,-0.682596345001,-0.682596345001,-0.682596345001
2013-08-26,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-26,0.385663289499,0.0,0.0,0.0,0.385663289499,0.385663289499,0.385663289499
2013-08-27,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-27,0.347096960549,0.0,0.0,0.0,0.347096960549,0.347096960549,0.347096960549
2013-08-28,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-28,0.312387264494,0.0,0.0,0.0,0.312387264494,0.312387264494,0.312387264494
2013-08-29,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-29,0.0,0.0,0.0,0.0,0.0,,
2013-08-30,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-30,-0.718851461955,0.0,0.0,0.0,-0.718851461955,-0.718851461955,-0.718851461955
2013-08-31,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-31,0.35303368424,0.0,0.0,0.0,0.35303368424,0.35303368424,0.35303368424
2013-09-01,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-01,-0.682269684184,0.0,0.0,0.0,-0.682269684184,-0.682269684184,-0.682269684184
2013-09-02,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-02,-0.614042715766,0.0,0.0,0.0,-0.614042715766,-0.614042715766,-0.614042715766
2013-09-03,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-03,0.447361555811,0.0,0.0,0.0,0.447361555811,0.447361555811,0.447361555811
2013-09-04,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-04,-0.59737459977,0.0,0.0,0.0,-0.59737459977,-0.59737459977,-0.59737459977
2013-09-05,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-05,0.0,0.0,0.0,0.0,0.0,,
2013-09-06,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-06,-0.537637139793,0.0,0.0,0.0,-0.537637139793,-0.537637139793,-0.537637139793
2013-09-07,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-07,-0.483873425814,0.0,0.0,0.0,-0.483873425814,-0.483873425814,-0.483873425814
2013-09-08,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-08,0.564513916768,0.0,0.0,0.5,1.06451391677,1.06451391677,0.532256958384
2013-09-09,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-09,-0.491937474909,0.0,0.0,0.0,-0.491937474909,-0.491937474909,-0.491937474909
2013-09-10,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-10,-0.442743727418,0.0,0.0,0.0,-0.442743727418,-0.442743727418,-0.442743727418
2013-09-11,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-11,-0.398469354676,0.0,0.0,0.0,-0.398469354676,-0.398469354676,-0.398469354676
2013-09-12,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-12,0.0,0.0,0.0,0.0,0.0,,
2013-09-13,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-13,-0.358622419209,0.0,0.0,0.0,-0.358622419209,-0.358622419209,-0.358622419209
2013-09-14,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-14,-0.322760177288,0.0,0.0,0.0,-0.322760177288,-0.322760177288,-0.322760177288
2013-09-15,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-15,-0.290484159559,0.0,0.0,-0.55,-0.840484159559,-0.840484159559,-0.42024207978
2013-09-16,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-16,-0.261435743603,0.0,0.0,0.0,-0.261435743603,-0.261435743603,-0.261435743603
2013-09-17,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-17,0.764707830757,0.0,0.0,0.0,0.764707830757,0.764707830757,0.764707830757
2013-09-18,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-18,-0.311762952319,0.0,0.0,0.0,-0.311762952319,-0.311762952319,-0.311762952319
2013-09-19,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-19,0.719413342913,0.0,0.0,0.0,0.719413342913,0.719413342913,0.719413342913
2013-09-20,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-20,-0.352527991378,0.0,0.0,0.0,-0.352527991378,-0.352527991378,-0.352527991378
2013-09-21,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-09-21,0.68272480776,0.0,0.0,0.0,0.68272480776,0.68272480776,0.68272480776
2013-09-22,0.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-22,-0.385547673016,0.0,0.0,0.505,0.119452326984,0.119452326984,0.0597261634919
2013-09-23,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-23,0.653007094285,0.0,0.0,0.0,0.653007094285,0.653007094285,0.653007094285
2013-09-24,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-09-24,0.587706384857,0.0,0.0,0.0,0.587706384857,0.587706384857,0.587706384857
